date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:01:08	711/711	---M--	200	added ('OK')	application/rss+xml	etag:%224c49074d0bb6116058e380c9c2a40e3b%22	https://crecermed.com/home/feed/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/home/feed/index.html	(from https://crecermed.com/)
19:01:08	121200/121200	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:31%20GMT	https://crecermed.com/wp-content/themes/petcare/css/bootstrap.min.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/css/bootstrap.min6e7a.css	(from https://crecermed.com/)
19:01:08	1533/1533	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:31%20GMT	https://crecermed.com/wp-content/themes/petcare/css/bootstrap-wp.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/css/bootstrap-wp6e7a.css	(from https://crecermed.com/)
19:01:08	29062/29062	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:31%20GMT	https://crecermed.com/wp-content/themes/petcare/css/font-awesome.min.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/css/font-awesome.min6e7a.css	(from https://crecermed.com/)
19:01:08	1665/1665	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:31%20GMT	https://crecermed.com/wp-content/themes/petcare/css/owl.theme.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/css/owl.theme6e7a.css	(from https://crecermed.com/)
19:01:08	4476/4476	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:31%20GMT	https://crecermed.com/wp-content/themes/petcare/css/owl.transitions.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/css/owl.transitions6e7a.css	(from https://crecermed.com/)
19:01:09	4614/4614	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:31%20GMT	https://crecermed.com/wp-content/themes/petcare/css/owl.carousel.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/css/owl.carousel6e7a.css	(from https://crecermed.com/)
19:01:09	3898/3898	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:31%20GMT	https://crecermed.com/wp-content/themes/petcare/css/lightbox.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/css/lightbox6e7a.css	(from https://crecermed.com/)
19:01:09	1500/1500	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:31%20GMT	https://crecermed.com/wp-content/themes/petcare/css/nanoscroller.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/css/nanoscroller6e7a.css	(from https://crecermed.com/)
19:01:09	22665/22665	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:31%20GMT	https://crecermed.com/wp-content/themes/petcare/css/icomoon.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/css/icomoon6e7a.css	(from https://crecermed.com/)
19:01:10	70658/70658	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:34%20GMT	https://crecermed.com/wp-content/themes/petcare/style.css?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/style6e7a.css	(from https://crecermed.com/)
19:01:10	3921/3921	---M-Z	200	added ('OK')	text/css	date:Tue,%2021%20Jul%202020%2000:01:10%20GMT	https://crecermed.com/wp-content/themes/petcare/themewing-style.php?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/themewing-style6e7a.css	(from https://crecermed.com/)
19:01:12	484758/484758	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202020%2005:30:24%20GMT	https://crecermed.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.6	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/plugins/js_composer/assets/css/js_composer.min40df.css	(from https://crecermed.com/)
19:01:13	14873/14873	---M-Z	200	added ('OK')	text/css	date:Sat,%2020%20Jun%202020%2014:11:07%20GMT	http://crecermed.com/wp-content/uploads/pum/pum-site-styles.css?generated=1592662267&ver=1.10.2	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/pum/pum-site-styles867b.css	(from https://crecermed.com/)
19:01:13	9298/9298	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Feb%202020%2005:30:09%20GMT	https://crecermed.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend.min.js?ver=7.10.4	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend.min4f90.js	(from https://crecermed.com/)
19:01:13	96873/96873	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20May%202019%2002:38:54%20GMT	https://crecermed.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-includes/js/jquery/jquery4a5f.js	(from https://crecermed.com/)
19:01:13	10056/10056	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2015:41:28%20GMT	https://crecermed.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://crecermed.com/)
19:01:14	107526/107526	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Feb%202020%2005:30:18%20GMT	https://crecermed.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.3.1.5	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min4ee1.js	(from https://crecermed.com/)
19:01:14	62397/62397	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Feb%202020%2005:30:18%20GMT	https://crecermed.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.3.1.5	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min4ee1.js	(from https://crecermed.com/)
19:01:14	674/674	---MC-	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202020%2000:01:14%20GMT	https://www.google.com/recaptcha/api.js?ver=5.2.7	C:/Mis%20lugares%20Web/neovalle2/www.google.com/recaptcha/api6e7a.js	(from https://crecermed.com/)
19:01:15	831/831	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Feb%202020%2005:30:35%20GMT	https://crecermed.com/wp-content/themes/petcare/js/skip-link-focus-fix.js?ver=20130115	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/themes/petcare/js/skip-link-focus-fix08e0.js	(from https://crecermed.com/)
19:01:16	792/792	---M--	200	added ('OK')	text/xml	date:Tue,%2021%20Jul%202020%2000:01:16%20GMT	https://crecermed.com/xmlrpc.php?rsd	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/xmlrpc0db0.php	(from https://crecermed.com/)
19:01:17	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2006:19:12%20GMT	https://crecermed.com/wp-includes/wlwmanifest.xml	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-includes/wlwmanifest.xml	(from https://crecermed.com/)
19:01:17	86817/86817	---MC-	200	added ('OK')	application/json	date:Tue,%2021%20Jul%202020%2000:01:16%20GMT	https://crecermed.com/wp-json/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-json/index.html	(from https://crecermed.com/)
19:01:18	2166/2166	---M--	200	added ('OK')	application/json	date:Tue,%2021%20Jul%202020%2000:01:17%20GMT	https://crecermed.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrecermed.com%2F	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-json/oembed/1.0/embed529b.json	(from https://crecermed.com/)
19:01:19	2263/2263	---M--	200	added ('OK')	text/xml	date:Tue,%2021%20Jul%202020%2000:01:18%20GMT	https://crecermed.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcrecermed.com%2F&format=xml	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-json/oembed/1.0/embeddd04	(from https://crecermed.com/)
19:01:20	137171/137171	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2021%20Jul%202020%2000:01:19%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Mis%20lugares%20Web/neovalle2/connect.facebook.net/en_US/fbevents.js	(from https://crecermed.com/)
19:01:20	6570/6570	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202020%2005:30:47%20GMT	https://crecermed.com/wp-content/uploads/2017/09/logo-CRECER.png	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2017/09/logo-CRECER.png	(from https://crecermed.com/)
19:01:20	62783/62783	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:43%20GMT	https://crecermed.com/wp-content/uploads/2015/05/fondo-crecermed.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/05/fondo-crecermed.jpg	(from https://crecermed.com/)
19:01:20	25027/25027	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:43%20GMT	https://crecermed.com/wp-content/uploads/2015/05/CRECERMED-bebe.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/05/CRECERMED-bebe.jpg	(from https://crecermed.com/)
19:01:21	36644/36644	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:47%20GMT	https://crecermed.com/wp-content/uploads/2017/09/cursos-para-padres-de-especialidad-crecermed-600x500.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2017/09/cursos-para-padres-de-especialidad-crecermed-600x500.jpg	(from https://crecermed.com/)
19:01:21	148638/148638	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:46%20GMT	https://crecermed.com/wp-content/uploads/2017/09/CRECERMED-SLIDER-01.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2017/09/CRECERMED-SLIDER-01.jpg	(from https://crecermed.com/)
19:01:24	63915/63915	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:23%20GMT	https://crecermed.com/nosotros/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/yourtext/dr-jaime-sanchez/index.html	(from https://crecermed.com/)
19:01:24	68460/68460	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:24%20GMT	https://crecermed.com/servicios/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/servicios/index.html	(from https://crecermed.com/)
19:01:25	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:24%20GMT	https://crecermed.com/1248	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/1248.27.delayed	(from https://crecermed.com/)
19:01:27	43112/43112	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:25%20GMT	https://crecermed.com/pacientes-por-primera-vez/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/pacientes-por-primera-vez/index.html	(from https://crecermed.com/)
19:01:28	45718/45718	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:26%20GMT	https://crecermed.com/agendamiento-de-citas-medicas/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/agendamiento-de-citas-medicas/index.html	(from https://crecermed.com/)
19:01:28	52577/52577	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:26%20GMT	https://crecermed.com/ninos-enfermos/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/ninos-enfermos/index.html	(from https://crecermed.com/)
19:01:28	55267/55267	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:27%20GMT	https://crecermed.com/informacion-y-esquemas-de-vacunas/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/informacion-y-esquemas-de-vacunas/index.html	(from https://crecermed.com/)
19:01:29	38076/38076	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:47%20GMT	https://crecermed.com/wp-content/uploads/2017/09/psicologia-infantil-crecermed-600x500.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2017/09/psicologia-infantil-crecermed-600x500.jpg	(from https://crecermed.com/)
19:01:29	42769/42769	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:28%20GMT	https://crecermed.com/controles-mensuales/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/controles-mensuales/index.html	(from https://crecermed.com/)
19:01:31	71683/71683	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:30%20GMT	https://crecermed.com/blog/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/blog/index.html	(from https://crecermed.com/)
19:01:31	47839/47839	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:31%20GMT	https://crecermed.com/contacto/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/contacto/index.html	(from https://crecermed.com/)
19:01:32	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:31%20GMT	https://crecermed.com/1245	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/1245	(from https://crecermed.com/)
19:01:32	42307/42307	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:39%20GMT	https://crecermed.com/wp-content/uploads/2015/06/CONSULTAS-MEDICA-NI%c3%91O-CRECERMED-600x500.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/06/CONSULTAS-MEDICA-NI%c3%91O-CRECERMED-600x500.jpg	(from https://crecermed.com/)
19:01:33	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:32%20GMT	https://crecermed.com/622	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/622	(from https://crecermed.com/)
19:01:33	20525/20525	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:40%20GMT	https://crecermed.com/wp-content/uploads/2015/06/LACTANCIA-MATERNA-CRECERMED-600x500.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/06/LACTANCIA-MATERNA-CRECERMED-600x500.jpg	(from https://crecermed.com/)
19:01:34	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:34%20GMT	https://crecermed.com/614	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/614	(from https://crecermed.com/)
19:01:35	35218/35218	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:38%20GMT	https://crecermed.com/wp-content/uploads/2015/06/NEBULIZACIONES-CRECERMED-600x500.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/06/NEBULIZACIONES-CRECERMED-600x500.jpg	(from https://crecermed.com/)
19:01:35	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:35%20GMT	https://crecermed.com/613	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/613	(from https://crecermed.com/)
19:01:36	30536/30536	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:38%20GMT	https://crecermed.com/wp-content/uploads/2015/06/SCREENING-AUDITIVO-CRECERMED-600x500.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/06/SCREENING-AUDITIVO-CRECERMED-600x500.jpg	(from https://crecermed.com/)
19:01:37	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:36%20GMT	https://crecermed.com/612	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/612	(from https://crecermed.com/)
19:01:37	26026/26026	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:41%20GMT	https://crecermed.com/wp-content/uploads/2015/06/VACUNAS-CRECERMED-600x500.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/06/VACUNAS-CRECERMED-600x500.jpg	(from https://crecermed.com/)
19:01:38	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:37%20GMT	https://crecermed.com/611	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/611	(from https://crecermed.com/)
19:01:38	16871/16871	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202020%2005:30:38%20GMT	https://crecermed.com/wp-content/uploads/2015/06/APLICACI%c3%93N-DE-ARETES-CRECERMED-600x500.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/06/APLICACI%c3%93N-DE-ARETES-CRECERMED-600x500.jpg	(from https://crecermed.com/)
19:01:39	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:39%20GMT	https://crecermed.com/609	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/609	(from https://crecermed.com/)
19:01:41	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:40%20GMT	https://crecermed.com/608	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/608	(from https://crecermed.com/)
19:01:41	309692/309692	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202020%2005:30:41%20GMT	https://crecermed.com/wp-content/uploads/2015/06/prenatal-pediatrico-600x500.png	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/06/prenatal-pediatrico-600x500.png	(from https://crecermed.com/)
19:01:43	39712/39712	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2000:01:41%20GMT	https://crecermed.com/1570	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/1570	(from https://crecermed.com/)
19:01:44	30415/30415	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2001:36:57%20GMT	https://crecermed.com/wp-content/uploads/2020/06/Francis-Ponce-1-600x560.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2020/06/Francis-Ponce-1-600x560.jpg	(from https://crecermed.com/)
19:01:44	391063/391063	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Jun%202020%2013:54:36%20GMT	https://crecermed.com/wp-content/uploads/2020/06/service-home-600x500.png	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2020/06/service-home-600x500.png	(from https://crecermed.com/)
19:01:45	40982/40982	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2001:38:50%20GMT	https://crecermed.com/wp-content/uploads/2020/06/Mari%cc%81a-Jose%cc%81-Fierro-1-600x560.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2020/06/Mari%cc%81a-Jose%cc%81-Fierro-1-600x560.jpg	(from https://crecermed.com/)
19:01:45	28197/28197	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2001:39:12%20GMT	https://crecermed.com/wp-content/uploads/2020/06/Dr-Patricio-Procel-600x560.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2020/06/Dr-Patricio-Procel-600x560.jpg	(from https://crecermed.com/)
19:01:45	41953/41953	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:44%20GMT	https://crecermed.com/yourtext/dra-francis-carolina-ponce-jara/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/yourtext/dra-francis-carolina-ponce-jara/index.html	(from https://crecermed.com/)
19:01:45	38714/38714	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2001:39:59%20GMT	https://crecermed.com/wp-content/uploads/2020/06/Dayana-Navarro-1-600x560.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2020/06/Dayana-Navarro-1-600x560.jpg	(from https://crecermed.com/)
19:01:46	21884/21884	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2001:40:21%20GMT	https://crecermed.com/wp-content/uploads/2017/09/Fernando-Aguinaga-600x560.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2017/09/Fernando-Aguinaga-600x560.jpg	(from https://crecermed.com/)
19:01:46	43551/43551	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:46%20GMT	https://crecermed.com/yourtext/dra-rosa-romero-de-aguinaga/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/yourtext/dra-rosa-romero-de-aguinaga/index.html	(from https://crecermed.com/)
19:01:47	39940/39940	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2014:07:37%20GMT	https://crecermed.com/wp-content/uploads/2015/06/Dra-gabriela-procel-600x560.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/06/Dra-gabriela-procel-600x560.jpg	(from https://crecermed.com/)
19:01:48	46603/46603	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:47%20GMT	https://crecermed.com/yourtext/maria-jose-fierro-torres/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/yourtext/maria-jose-fierro-torres/index.html	(from https://crecermed.com/)
19:01:48	36677/36677	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Jun%202020%2001:41:10%20GMT	https://crecermed.com/wp-content/uploads/2015/06/Vero%cc%81nica-Guzma%cc%81n-600x560.jpg	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/wp-content/uploads/2015/06/Vero%cc%81nica-Guzma%cc%81n-600x560.jpg	(from https://crecermed.com/)
19:01:49	50121/50121	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:48%20GMT	https://crecermed.com/yourtext/dr-patricio-procel-eguez/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/yourtext/dr-patricio-procel-eguez/index.html	(from https://crecermed.com/)
19:01:49	47693/47693	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:48%20GMT	https://crecermed.com/yourtext/dayana-navarro/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/yourtext/dayana-navarro/index.html	(from https://crecermed.com/)
19:01:49	43015/43015	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Jul%202020%2000:01:48%20GMT	https://crecermed.com/yourtext/dr-fernando-aguinaga/	C:/Mis%20lugares%20Web/neovalle2/crecermed.com/yourtext/dr-fernando-aguinaga/index.html	(from https://crecermed.com/)
